action,curr_lane,free_E,free_NE,free_NW,free_SE,free_SW,free_W,orig_label_lc,latent_collision,iaction,probability,elapsed_time,group_id,ranking,frequency,potential_crash_before_intervention,potential_crash_after_intervention,best_intervention
cruise,False,True,False,False,False,True,False,True,True,cruise,1,2.60191369056702,88,3,NA,True,True,
change_to_left,False,True,False,False,False,True,False,True,True,keep,0.5,2.60956072807312,89,1,2500,True,False,
change_to_left,False,True,False,False,False,True,False,True,True,swerve_left,0.5,2.58584094047546,89,1,2500,True,False,
change_to_left,False,True,False,False,False,True,False,True,True,swerve_right,0.5,2.59175825119019,89,1,2500,True,False,*
change_to_left,False,True,False,False,False,True,False,True,True,change_to_right,0.999001,2.59468054771423,89,2,NA,True,True,
change_to_left,False,True,False,False,False,True,False,True,True,cruise,0.999001,2.61388087272644,89,2,NA,True,True,
change_to_left,False,True,False,False,False,True,False,True,True,change_to_left,1,2.59636759757996,89,3,NA,True,True,
change_to_right,False,True,False,False,False,True,True,True,True,keep,0.000999,2.5686993598938,90,1,3123,True,False,*
change_to_right,False,True,False,False,False,True,True,True,True,swerve_left,0.000999,2.56581139564514,90,1,3123,True,False,
change_to_right,False,True,False,False,False,True,True,True,True,swerve_right,0.5,2.59039354324341,90,2,NA,True,False,
change_to_right,False,True,False,False,False,True,True,True,True,change_to_left,0.999001,2.59616875648499,90,3,NA,True,True,
change_to_right,False,True,False,False,False,True,True,True,True,cruise,0.999001,2.5995569229126,90,3,NA,True,True,
change_to_right,False,True,False,False,False,True,True,True,True,change_to_right,1,2.5887451171875,90,4,NA,True,True,
cruise,False,True,False,False,False,True,True,True,True,keep,0.000999,2.5762152671814,91,1,3516,True,False,
cruise,False,True,False,False,False,True,True,True,True,swerve_left,0.000999,2.57925820350647,91,1,3516,True,False,*
cruise,False,True,False,False,False,True,True,True,True,swerve_right,0.5,2.60067915916443,91,2,NA,True,False,
cruise,False,True,False,False,False,True,True,True,True,change_to_left,0.999001,2.58067774772644,91,3,NA,True,True,
cruise,False,True,False,False,False,True,True,True,True,change_to_right,0.999001,2.59645819664001,91,3,NA,True,True,
cruise,False,True,False,False,False,True,True,True,True,cruise,1,2.57142758369446,91,4,NA,True,True,
change_to_left,False,True,False,False,False,True,True,True,True,keep,0.000999,2.60299634933472,92,1,2503,True,False,
change_to_left,False,True,False,False,False,True,True,True,True,swerve_left,0.000999,2.59841918945313,92,1,2503,True,False,*
change_to_left,False,True,False,False,False,True,True,True,True,swerve_right,0.5,2.60008311271668,92,2,NA,True,False,
change_to_left,False,True,False,False,False,True,True,True,True,change_to_right,0.999001,2.58325600624084,92,3,NA,True,True,
change_to_left,False,True,False,False,False,True,True,True,True,cruise,0.999001,2.58781456947327,92,3,NA,True,True,
change_to_left,False,True,False,False,False,True,True,True,True,change_to_left,1,2.59118294715881,92,4,NA,True,True,
change_to_right,False,True,False,False,True,False,False,True,True,keep,0.5,2.58157896995544,93,1,2502,True,False,*
change_to_right,False,True,False,False,True,False,False,True,True,swerve_left,0.5,2.59658408164978,93,1,2502,True,False,
change_to_right,False,True,False,False,True,False,False,True,True,swerve_right,0.5,2.60129475593567,93,1,2502,True,False,
change_to_right,False,True,False,False,True,False,False,True,True,change_to_left,0.999001,2.61128902435303,93,2,NA,True,True,
change_to_right,False,True,False,False,True,False,False,True,True,cruise,0.999001,2.60071420669556,93,2,NA,True,True,
change_to_right,False,True,False,False,True,False,False,True,True,change_to_right,1,2.58868050575256,93,3,NA,True,True,
cruise,False,True,False,False,True,False,False,True,True,keep,0.5,2.56108140945435,94,1,2500,True,False,
cruise,False,True,False,False,True,False,False,True,True,swerve_left,0.5,2.59518098831177,94,1,2500,True,False,
cruise,False,True,False,False,True,False,False,True,True,swerve_right,0.5,2.60086727142334,94,1,2500,True,False,*
cruise,False,True,False,False,True,False,False,True,True,change_to_left,0.999001,2.60384798049927,94,2,NA,True,True,
cruise,False,True,False,False,True,False,False,True,True,change_to_right,0.999001,2.57970452308655,94,2,NA,True,True,
cruise,False,True,False,False,True,False,False,True,True,cruise,1,2.60017132759094,94,3,NA,True,True,
change_to_left,False,True,False,False,True,False,False,True,True,keep,0.5,2.57664680480957,95,1,2500,True,False,
change_to_left,False,True,False,False,True,False,False,True,True,swerve_left,0.5,2.5850567817688,95,1,2500,True,False,
change_to_left,False,True,False,False,True,False,False,True,True,swerve_right,0.5,2.58050322532654,95,1,2500,True,False,*
change_to_left,False,True,False,False,True,False,False,True,True,change_to_right,0.999001,2.61549377441406,95,2,NA,True,True,
change_to_left,False,True,False,False,True,False,False,True,True,cruise,0.999001,2.5884370803833,95,2,NA,True,True,
change_to_left,False,True,False,False,True,False,False,True,True,change_to_left,1,2.59632849693298,95,3,NA,True,True,
change_to_right,False,True,False,False,True,False,True,True,True,keep,0.000999,2.60606551170349,96,1,2581,True,False,*
change_to_right,False,True,False,False,True,False,True,True,True,swerve_left,0.000999,2.57458591461182,96,1,2581,True,False,
change_to_right,False,True,False,False,True,False,True,True,True,swerve_right,0.5,2.58702087402344,96,2,NA,True,False,
change_to_right,False,True,False,False,True,False,True,True,True,change_to_left,0.999001,2.59409093856812,96,3,NA,True,True,
change_to_right,False,True,False,False,True,False,True,True,True,cruise,0.999001,2.58968806266785,96,3,NA,True,True,
change_to_right,False,True,False,False,True,False,True,True,True,change_to_right,1,2.6102569103241,96,4,NA,True,True,
cruise,False,True,False,False,True,False,True,True,True,keep,0.000999,2.58339881896973,97,1,2575,True,False,
cruise,False,True,False,False,True,False,True,True,True,swerve_left,0.000999,2.61473727226257,97,1,2575,True,False,*
cruise,False,True,False,False,True,False,True,True,True,swerve_right,0.5,2.59591388702393,97,2,NA,True,False,
cruise,False,True,False,False,True,False,True,True,True,change_to_left,0.999001,2.60165548324585,97,3,NA,True,True,
cruise,False,True,False,False,True,False,True,True,True,change_to_right,0.999001,2.58317303657532,97,3,NA,True,True,
cruise,False,True,False,False,True,False,True,True,True,cruise,1,2.57882285118103,97,4,NA,True,True,
change_to_left,False,True,False,False,True,False,True,True,True,keep,0.000999,2.56599020957947,98,1,2542,True,False,*
change_to_left,False,True,False,False,True,False,True,True,True,swerve_left,0.000999,2.59610104560852,98,1,2542,True,False,
change_to_left,False,True,False,False,True,False,True,True,True,swerve_right,0.5,2.5965428352356,98,2,NA,True,False,
change_to_left,False,True,False,False,True,False,True,True,True,change_to_right,0.999001,2.57689642906189,98,3,NA,True,True,
change_to_left,False,True,False,False,True,False,True,True,True,cruise,0.999001,2.57598376274109,98,3,NA,True,True,
change_to_left,False,True,False,False,True,False,True,True,True,change_to_left,1,2.58889842033386,98,4,NA,True,True,
change_to_right,False,True,False,False,True,True,False,True,True,keep,0.5,2.57441377639771,99,1,2524,True,False,*
change_to_right,False,True,False,False,True,True,False,True,True,swerve_left,0.5,2.57907438278198,99,1,2524,True,False,
change_to_right,False,True,False,False,True,True,False,True,True,swerve_right,0.5,2.60710334777832,99,1,2524,True,False,
change_to_right,False,True,False,False,True,True,False,True,True,change_to_left,0.999001,2.61438035964966,99,2,NA,True,True,
change_to_right,False,True,False,False,True,True,False,True,True,cruise,0.999001,2.60690927505493,99,2,NA,True,True,
change_to_right,False,True,False,False,True,True,False,True,True,change_to_right,1,2.58434128761292,99,3,NA,True,True,
cruise,False,True,False,False,True,True,False,True,True,keep,0.5,2.57739686965942,100,1,2500,True,False,
cruise,False,True,False,False,True,True,False,True,True,swerve_left,0.5,2.58250260353088,100,1,2500,True,False,*
cruise,False,True,False,False,True,True,False,True,True,swerve_right,0.5,2.58293056488037,100,1,2500,True,False,
cruise,False,True,False,False,True,True,False,True,True,change_to_left,0.999001,2.60096645355225,100,2,NA,True,True,
cruise,False,True,False,False,True,True,False,True,True,change_to_right,0.999001,2.57553648948669,100,2,NA,True,True,
cruise,False,True,False,False,True,True,False,True,True,cruise,1,2.58949422836304,100,3,NA,True,True,
change_to_left,False,True,False,False,True,True,False,True,True,keep,0.5,2.57599234580994,101,1,2500,True,False,*
change_to_left,False,True,False,False,True,True,False,True,True,swerve_left,0.5,2.58985352516174,101,1,2500,True,False,
change_to_left,False,True,False,False,True,True,False,True,True,swerve_right,0.5,2.58000111579895,101,1,2500,True,False,
change_to_left,False,True,False,False,True,True,False,True,True,change_to_right,0.999001,2.56590175628662,101,2,NA,True,True,
change_to_left,False,True,False,False,True,True,False,True,True,cruise,0.999001,2.57831573486328,101,2,NA,True,True,
change_to_left,False,True,False,False,True,True,False,True,True,change_to_left,1,2.58171033859253,101,3,NA,True,True,
cruise,False,True,False,False,True,True,True,True,True,keep,0.000999,2.57102179527283,102,1,4123,True,False,*
cruise,False,True,False,False,True,True,True,True,True,swerve_left,0.5,2.59683561325073,102,2,NA,True,False,
cruise,False,True,False,False,True,True,True,True,True,swerve_right,0.5,2.58818817138672,102,2,NA,True,False,
cruise,False,True,False,False,True,True,True,True,True,change_to_left,0.999001,2.59867930412293,102,3,NA,True,True,
cruise,False,True,False,False,True,True,True,True,True,change_to_right,0.999001,2.58932089805603,102,3,NA,True,True,
cruise,False,True,False,False,True,True,True,True,True,cruise,1,2.58210563659668,102,4,NA,True,True,
change_to_right,False,True,False,False,True,True,True,True,True,keep,0.000999,2.58063793182373,103,1,2869,True,False,*
change_to_right,False,True,False,False,True,True,True,True,True,swerve_left,0.5,2.61279821395874,103,2,NA,True,False,
change_to_right,False,True,False,False,True,True,True,True,True,swerve_right,0.5,2.57727265357971,103,2,NA,True,False,
change_to_right,False,True,False,False,True,True,True,True,True,change_to_left,0.999001,2.61858463287354,103,3,NA,True,True,
change_to_right,False,True,False,False,True,True,True,True,True,cruise,0.999001,2.58279085159302,103,3,NA,True,True,
change_to_right,False,True,False,False,True,True,True,True,True,change_to_right,1,2.58480596542358,103,4,NA,True,True,
change_to_left,False,True,False,False,True,True,True,True,True,keep,0.000999,2.57082509994507,104,1,2577,True,False,*
change_to_left,False,True,False,False,True,True,True,True,True,swerve_left,0.5,2.57955813407898,104,2,NA,True,False,
change_to_left,False,True,False,False,True,True,True,True,True,swerve_right,0.5,2.59882140159607,104,2,NA,True,False,
change_to_left,False,True,False,False,True,True,True,True,True,change_to_right,0.999001,2.59152173995972,104,3,NA,True,True,
change_to_left,False,True,False,False,True,True,True,True,True,cruise,0.999001,2.58462619781494,104,3,NA,True,True,
change_to_left,False,True,False,False,True,True,True,True,True,change_to_left,1,2.60098004341126,104,4,NA,True,True,
change_to_right,False,True,False,True,False,False,False,True,True,cruise,0.000999,2.58656287193298,105,1,2500,True,False,*
change_to_right,False,True,False,True,False,False,False,True,True,keep,0.5,2.58301687240601,105,2,NA,True,False,
change_to_right,False,True,False,True,False,False,False,True,True,swerve_left,0.5,2.57844853401184,105,2,NA,True,False,
change_to_right,False,True,False,True,False,False,False,True,True,swerve_right,0.5,2.60953903198242,105,2,NA,True,False,
change_to_right,False,True,False,True,False,False,False,True,True,change_to_left,0.999001,2.593590259552,105,3,NA,True,True,
change_to_right,False,True,False,True,False,False,False,True,True,change_to_right,1,2.57323408126831,105,4,NA,True,True,
change_to_left,False,True,False,True,False,False,False,True,True,cruise,0.000999,2.59102749824524,106,1,2500,True,False,*
change_to_left,False,True,False,True,False,False,False,True,True,keep,0.5,2.58211922645569,106,2,NA,True,False,
change_to_left,False,True,False,True,False,False,False,True,True,swerve_left,0.5,2.57528686523438,106,2,NA,True,False,
change_to_left,False,True,False,True,False,False,False,True,True,swerve_right,0.5,2.60559558868408,106,2,NA,True,False,
change_to_left,False,True,False,True,False,False,False,True,True,change_to_right,0.999001,2.58302783966064,106,3,NA,True,True,
change_to_left,False,True,False,True,False,False,False,True,True,change_to_left,1,2.61899614334106,106,4,NA,True,True,
change_to_right,False,True,False,True,False,False,True,True,True,cruise,0.000999,2.5634286403656,107,1,2500,True,False,*
change_to_right,False,True,False,True,False,False,True,True,True,keep,0.000999,2.59998178482056,107,1,2500,True,False,
change_to_right,False,True,False,True,False,False,True,True,True,swerve_left,0.000999,2.58327603340149,107,1,2500,True,False,
change_to_right,False,True,False,True,False,False,True,True,True,swerve_right,0.5,2.61511659622192,107,2,NA,True,False,
change_to_right,False,True,False,True,False,False,True,True,True,change_to_left,0.999001,2.60062432289124,107,3,NA,True,True,
change_to_right,False,True,False,True,False,False,True,True,True,change_to_right,1,2.59190988540649,107,4,NA,True,True,
change_to_left,False,True,False,True,False,False,True,True,True,cruise,0.000999,2.59471273422241,108,1,2502,True,False,
change_to_left,False,True,False,True,False,False,True,True,True,keep,0.000999,2.57936859130859,108,1,2502,True,False,*
change_to_left,False,True,False,True,False,False,True,True,True,swerve_left,0.000999,2.58964610099793,108,1,2502,True,False,
change_to_left,False,True,False,True,False,False,True,True,True,swerve_right,0.5,2.61383485794067,108,2,NA,True,False,
change_to_left,False,True,False,True,False,False,True,True,True,change_to_right,0.999001,2.59607148170471,108,3,NA,True,True,
change_to_left,False,True,False,True,False,False,True,True,True,change_to_left,1,2.58620691299438,108,4,NA,True,True,
change_to_right,False,True,False,True,False,True,False,True,True,cruise,0.000999,2.58806014060974,109,1,2500,True,False,*
change_to_right,False,True,False,True,False,True,False,True,True,keep,0.5,2.57646727561951,109,2,NA,True,False,
change_to_right,False,True,False,True,False,True,False,True,True,swerve_left,0.5,2.56714081764221,109,2,NA,True,False,
change_to_right,False,True,False,True,False,True,False,True,True,swerve_right,0.5,2.59589147567749,109,2,NA,True,False,
change_to_right,False,True,False,True,False,True,False,True,True,change_to_left,0.999001,2.59358596801758,109,3,NA,True,True,
change_to_right,False,True,False,True,False,True,False,True,True,change_to_right,1,2.59974431991577,109,4,NA,True,True,
change_to_left,False,True,False,True,False,True,False,True,True,cruise,0.000999,2.60073328018188,110,1,2500,True,False,*
change_to_left,False,True,False,True,False,True,False,True,True,keep,0.5,2.5785608291626,110,2,NA,True,False,
change_to_left,False,True,False,True,False,True,False,True,True,swerve_left,0.5,2.62064695358276,110,2,NA,True,False,
change_to_left,False,True,False,True,False,True,False,True,True,swerve_right,0.5,2.59353923797607,110,2,NA,True,False,
change_to_left,False,True,False,True,False,True,False,True,True,change_to_right,0.999001,2.5923318862915,110,3,NA,True,True,
change_to_left,False,True,False,True,False,True,False,True,True,change_to_left,1,2.61255502700806,110,4,NA,True,True,
change_to_right,False,True,False,True,False,True,True,True,True,cruise,0.000999,2.59045696258545,111,1,2566,True,False,
change_to_right,False,True,False,True,False,True,True,True,True,keep,0.000999,2.57030868530273,111,1,2566,True,False,
change_to_right,False,True,False,True,False,True,True,True,True,swerve_left,0.000999,2.58889055252075,111,1,2566,True,False,*
change_to_right,False,True,False,True,False,True,True,True,True,swerve_right,0.5,2.58382368087769,111,2,NA,True,False,
change_to_right,False,True,False,True,False,True,True,True,True,change_to_left,0.999001,2.62098526954651,111,3,NA,True,True,
change_to_right,False,True,False,True,False,True,True,True,True,change_to_right,1,2.5820369720459,111,4,NA,True,True,
change_to_left,False,True,False,True,False,True,True,True,True,cruise,0.000999,2.5889995098114,112,1,3488,True,False,*
change_to_left,False,True,False,True,False,True,True,True,True,keep,0.000999,2.60356616973877,112,1,3488,True,False,
change_to_left,False,True,False,True,False,True,True,True,True,swerve_left,0.000999,2.59025049209595,112,1,3488,True,False,
change_to_left,False,True,False,True,False,True,True,True,True,swerve_right,0.5,2.58794379234314,112,2,NA,True,False,
change_to_left,False,True,False,True,False,True,True,True,True,change_to_right,0.999001,2.58930969238281,112,3,NA,True,True,
change_to_left,False,True,False,True,False,True,True,True,True,change_to_left,1,2.59576106071472,112,4,NA,True,True,
change_to_right,False,True,False,True,True,False,False,True,True,cruise,0.000999,2.59231185913086,113,1,2500,True,False,*
change_to_right,False,True,False,True,True,False,False,True,True,keep,0.5,2.58067226409912,113,2,NA,True,False,
change_to_right,False,True,False,True,True,False,False,True,True,swerve_left,0.5,2.59527492523193,113,2,NA,True,False,
change_to_right,False,True,False,True,True,False,False,True,True,swerve_right,0.5,2.61434888839722,113,2,NA,True,False,
change_to_right,False,True,False,True,True,False,False,True,True,change_to_left,0.999001,2.59760665893555,113,3,NA,True,True,
change_to_right,False,True,False,True,True,False,False,True,True,change_to_right,1,2.57677721977234,113,4,NA,True,True,
change_to_left,False,True,False,True,True,False,False,True,True,cruise,0.000999,2.58427262306213,114,1,2506,True,False,*
change_to_left,False,True,False,True,True,False,False,True,True,keep,0.5,2.57532286643982,114,2,NA,True,False,
change_to_left,False,True,False,True,True,False,False,True,True,swerve_left,0.5,2.57782077789307,114,2,NA,True,False,
change_to_left,False,True,False,True,True,False,False,True,True,swerve_right,0.5,2.57461476325989,114,2,NA,True,False,
change_to_left,False,True,False,True,True,False,False,True,True,change_to_right,0.999001,2.58208107948303,114,3,NA,True,True,
change_to_left,False,True,False,True,True,False,False,True,True,change_to_left,1,2.59641337394714,114,4,NA,True,True,
change_to_right,False,True,False,True,True,False,True,True,True,cruise,0.000999,2.60022330284119,115,1,2501,True,False,
change_to_right,False,True,False,True,True,False,True,True,True,keep,0.000999,2.58249306678772,115,1,2501,True,False,
change_to_right,False,True,False,True,True,False,True,True,True,swerve_left,0.000999,2.61556148529053,115,1,2501,True,False,*
change_to_right,False,True,False,True,True,False,True,True,True,swerve_right,0.5,2.59267544746399,115,2,NA,True,False,
change_to_right,False,True,False,True,True,False,True,True,True,change_to_left,0.999001,2.60732913017273,115,3,NA,True,True,
change_to_right,False,True,False,True,True,False,True,True,True,change_to_right,1,2.60136675834656,115,4,NA,True,True,
change_to_left,False,True,False,True,True,False,True,True,True,cruise,0.000999,2.59536218643188,116,1,3860,True,False,*
change_to_left,False,True,False,True,True,False,True,True,True,keep,0.000999,2.58131527900696,116,1,3860,True,False,
change_to_left,False,True,False,True,True,False,True,True,True,swerve_left,0.000999,2.59953832626343,116,1,3860,True,False,
change_to_left,False,True,False,True,True,False,True,True,True,swerve_right,0.5,2.58624267578125,116,2,NA,True,False,
change_to_left,False,True,False,True,True,False,True,True,True,change_to_right,0.999001,2.58207440376282,116,3,NA,True,True,
change_to_left,False,True,False,True,True,False,True,True,True,change_to_left,1,2.59720945358276,116,4,NA,True,True,
change_to_right,False,True,False,True,True,True,False,True,True,cruise,0.000999,2.59136843681335,117,1,2505,True,False,*
change_to_right,False,True,False,True,True,True,False,True,True,keep,0.5,2.60516595840454,117,2,NA,True,False,
change_to_right,False,True,False,True,True,True,False,True,True,swerve_left,0.5,2.5956826210022,117,2,NA,True,False,
change_to_right,False,True,False,True,True,True,False,True,True,swerve_right,0.5,2.57717323303223,117,2,NA,True,False,
change_to_right,False,True,False,True,True,True,False,True,True,change_to_left,0.999001,2.58128952980042,117,3,NA,True,True,
change_to_right,False,True,False,True,True,True,False,True,True,change_to_right,1,2.59465146064758,117,4,NA,True,True,
change_to_left,False,True,False,True,True,True,False,True,True,cruise,0.000999,2.60018634796143,118,1,2500,True,False,*
change_to_left,False,True,False,True,True,True,False,True,True,keep,0.5,2.56778144836426,118,2,NA,True,False,
change_to_left,False,True,False,True,True,True,False,True,True,swerve_left,0.5,2.58142185211182,118,2,NA,True,False,
change_to_left,False,True,False,True,True,True,False,True,True,swerve_right,0.5,2.60269737243652,118,2,NA,True,False,
change_to_left,False,True,False,True,True,True,False,True,True,change_to_right,0.999001,2.59546279907227,118,3,NA,True,True,
change_to_left,False,True,False,True,True,True,False,True,True,change_to_left,1,2.59955716133118,118,4,NA,True,True,
change_to_right,False,True,False,True,True,True,True,True,True,cruise,0.000999,2.58549785614014,119,1,2621,True,False,
change_to_right,False,True,False,True,True,True,True,True,True,keep,0.000999,2.57038474082947,119,1,2621,True,False,*
change_to_right,False,True,False,True,True,True,True,True,True,swerve_left,0.000999,2.58772540092468,119,1,2621,True,False,
change_to_right,False,True,False,True,True,True,True,True,True,swerve_right,0.5,2.58094167709351,119,2,NA,True,False,
change_to_right,False,True,False,True,True,True,True,True,True,change_to_left,0.999001,2.58901429176331,119,3,NA,True,True,
change_to_right,False,True,False,True,True,True,True,True,True,change_to_right,1,2.58911371231079,119,4,NA,True,True,
change_to_left,False,True,False,True,True,True,True,True,True,cruise,0.000999,2.57967758178711,120,1,5049,True,False,*
change_to_left,False,True,False,True,True,True,True,True,True,keep,0.000999,2.56762075424194,120,1,5049,True,False,
change_to_left,False,True,False,True,True,True,True,True,True,swerve_left,0.000999,2.58553385734558,120,1,5049,True,False,
change_to_left,False,True,False,True,True,True,True,True,True,swerve_right,0.5,2.59479761123657,120,2,NA,True,False,
change_to_left,False,True,False,True,True,True,True,True,True,change_to_right,0.999001,2.58474349975586,120,3,NA,True,True,
change_to_left,False,True,False,True,True,True,True,True,True,change_to_left,1,2.59914398193359,120,4,NA,True,True,
cruise,False,True,True,False,False,False,False,True,True,change_to_right,0.000999,2.59932589530945,121,1,2500,True,False,*
cruise,False,True,True,False,False,False,False,True,True,keep,0.5,2.54921722412109,121,2,NA,True,False,
cruise,False,True,True,False,False,False,False,True,True,swerve_left,0.5,2.58057570457459,121,2,NA,True,False,
cruise,False,True,True,False,False,False,False,True,True,swerve_right,0.5,2.59558057785034,121,2,NA,True,False,
cruise,False,True,True,False,False,False,False,True,True,change_to_left,0.999001,2.59310340881348,121,3,NA,True,True,
cruise,False,True,True,False,False,False,False,True,True,cruise,1,2.59077334403992,121,4,NA,True,True,
change_to_left,False,True,True,False,False,False,False,True,True,change_to_right,0.000999,2.59015560150147,122,1,2500,True,False,*
change_to_left,False,True,True,False,False,False,False,True,True,keep,0.5,2.57269477844238,122,2,NA,True,False,
change_to_left,False,True,True,False,False,False,False,True,True,swerve_left,0.5,2.58923673629761,122,2,NA,True,False,
change_to_left,False,True,True,False,False,False,False,True,True,swerve_right,0.5,2.58334612846375,122,2,NA,True,False,
change_to_left,False,True,True,False,False,False,False,True,True,cruise,0.999001,2.5998055934906,122,3,NA,True,True,
change_to_left,False,True,True,False,False,False,False,True,True,change_to_left,1,2.59506511688232,122,4,NA,True,True,
cruise,False,True,True,False,False,False,True,True,True,change_to_right,0.000999,2.59283709526062,123,1,2500,True,False,
cruise,False,True,True,False,False,False,True,True,True,keep,0.000999,2.57353687286377,123,1,2500,True,False,*
cruise,False,True,True,False,False,False,True,True,True,swerve_left,0.5,2.5907154083252,123,2,NA,True,False,
cruise,False,True,True,False,False,False,True,True,True,swerve_right,0.5,2.59769034385681,123,2,NA,True,False,
cruise,False,True,True,False,False,False,True,True,True,change_to_left,0.999001,2.61004757881165,123,3,NA,True,True,
cruise,False,True,True,False,False,False,True,True,True,cruise,1,2.58337259292603,123,4,NA,True,True,
change_to_left,False,True,True,False,False,False,True,True,True,change_to_right,0.000999,2.57846474647522,124,1,2500,True,False,
change_to_left,False,True,True,False,False,False,True,True,True,keep,0.000999,2.56368613243103,124,1,2500,True,False,*
change_to_left,False,True,True,False,False,False,True,True,True,swerve_left,0.5,2.59342885017395,124,2,NA,True,False,
change_to_left,False,True,True,False,False,False,True,True,True,swerve_right,0.5,2.59696435928345,124,2,NA,True,False,
change_to_left,False,True,True,False,False,False,True,True,True,cruise,0.999001,2.57668447494507,124,3,NA,True,True,
change_to_left,False,True,True,False,False,False,True,True,True,change_to_left,1,2.58211636543274,124,4,NA,True,True,
cruise,False,True,True,False,False,True,False,True,True,change_to_right,0.000999,2.61407089233398,125,1,2504,True,False,
cruise,False,True,True,False,False,True,False,True,True,keep,0.000999,2.57530379295349,125,1,2504,True,False,*
cruise,False,True,True,False,False,True,False,True,True,swerve_left,0.5,2.58577585220337,125,2,NA,True,False,
cruise,False,True,True,False,False,True,False,True,True,swerve_right,0.5,2.59196519851685,125,2,NA,True,False,
cruise,False,True,True,False,False,True,False,True,True,change_to_left,0.999001,2.61502027511597,125,3,NA,True,True,
cruise,False,True,True,False,False,True,False,True,True,cruise,1,2.58034634590149,125,4,NA,True,True,
change_to_left,False,True,True,False,False,True,False,True,True,change_to_right,0.000999,2.58718800544739,126,1,2500,True,False,
change_to_left,False,True,True,False,False,True,False,True,True,keep,0.000999,2.59185767173767,126,1,2500,True,False,*
change_to_left,False,True,True,False,False,True,False,True,True,swerve_left,0.5,2.60000491142273,126,2,NA,True,False,
change_to_left,False,True,True,False,False,True,False,True,True,swerve_right,0.5,2.58666229248047,126,2,NA,True,False,
change_to_left,False,True,True,False,False,True,False,True,True,cruise,0.999001,2.58339405059814,126,3,NA,True,True,
change_to_left,False,True,True,False,False,True,False,True,True,change_to_left,1,2.60445427894592,126,4,NA,True,True,
cruise,False,True,True,False,False,True,True,True,True,change_to_right,0.000999,2.599848985672,127,1,3333,True,False,*
cruise,False,True,True,False,False,True,True,True,True,keep,0.000999,2.5922315120697,127,1,3333,True,False,
cruise,False,True,True,False,False,True,True,True,True,swerve_left,0.5,2.57244729995728,127,2,NA,True,False,
cruise,False,True,True,False,False,True,True,True,True,swerve_right,0.5,2.59247589111328,127,2,NA,True,False,
cruise,False,True,True,False,False,True,True,True,True,change_to_left,0.999001,2.60204768180847,127,3,NA,True,True,
cruise,False,True,True,False,False,True,True,True,True,cruise,1,2.58326435089111,127,4,NA,True,True,
change_to_left,False,True,True,False,False,True,True,True,True,change_to_right,0.000999,2.59934377670288,128,1,2503,True,False,*
change_to_left,False,True,True,False,False,True,True,True,True,keep,0.000999,2.58204126358032,128,1,2503,True,False,
change_to_left,False,True,True,False,False,True,True,True,True,swerve_left,0.5,2.61956644058228,128,2,NA,True,False,
change_to_left,False,True,True,False,False,True,True,True,True,swerve_right,0.5,2.58419561386108,128,2,NA,True,False,
change_to_left,False,True,True,False,False,True,True,True,True,cruise,0.999001,2.59150004386902,128,3,NA,True,True,
change_to_left,False,True,True,False,False,True,True,True,True,change_to_left,1,2.58251643180847,128,4,NA,True,True,
cruise,False,True,True,False,True,False,False,True,True,change_to_right,0.000999,2.6099214553833,129,1,2500,True,False,
cruise,False,True,True,False,True,False,False,True,True,keep,0.000999,2.58304524421692,129,1,2500,True,False,*
cruise,False,True,True,False,True,False,False,True,True,swerve_left,0.5,2.59519982337952,129,2,NA,True,False,
cruise,False,True,True,False,True,False,False,True,True,swerve_right,0.5,2.59419441223145,129,2,NA,True,False,
cruise,False,True,True,False,True,False,False,True,True,change_to_left,0.999001,2.5897696018219,129,3,NA,True,True,
cruise,False,True,True,False,True,False,False,True,True,cruise,1,2.59077191352844,129,4,NA,True,True,
change_to_left,False,True,True,False,True,False,False,True,True,change_to_right,0.000999,2.61083030700684,130,1,2500,True,False,*
change_to_left,False,True,True,False,True,False,False,True,True,keep,0.000999,2.59627246856689,130,1,2500,True,False,
change_to_left,False,True,True,False,True,False,False,True,True,swerve_left,0.5,2.58518505096436,130,2,NA,True,False,
change_to_left,False,True,True,False,True,False,False,True,True,swerve_right,0.5,2.56675028800964,130,2,NA,True,False,
change_to_left,False,True,True,False,True,False,False,True,True,cruise,0.999001,2.58992147445679,130,3,NA,True,True,
change_to_left,False,True,True,False,True,False,False,True,True,change_to_left,1,2.59890604019165,130,4,NA,True,True,
cruise,False,True,True,False,True,False,True,True,True,change_to_right,0.000999,2.58887767791748,131,1,2500,True,False,*
cruise,False,True,True,False,True,False,True,True,True,keep,0.000999,2.56701970100403,131,1,2500,True,False,
cruise,False,True,True,False,True,False,True,True,True,swerve_left,0.5,2.59098243713379,131,2,NA,True,False,
cruise,False,True,True,False,True,False,True,True,True,swerve_right,0.5,2.58313417434692,131,2,NA,True,False,
cruise,False,True,True,False,True,False,True,True,True,change_to_left,0.999001,2.60039496421814,131,3,NA,True,True,
cruise,False,True,True,False,True,False,True,True,True,cruise,1,2.5709593296051,131,4,NA,True,True,
change_to_left,False,True,True,False,True,False,True,True,True,change_to_right,0.000999,2.59743666648865,132,1,2509,True,False,
change_to_left,False,True,True,False,True,False,True,True,True,keep,0.000999,2.59996390342712,132,1,2509,True,False,*
change_to_left,False,True,True,False,True,False,True,True,True,swerve_left,0.5,2.58264088630676,132,2,NA,True,False,
