action,curr_lane,free_E,free_NE,free_NW,free_SE,free_SW,free_W,iaction,group_id,ranking
change_to_left,True,False,False,False,False,False,False,change_to_left,145,4
cruise,True,False,False,False,False,False,False,keep,146,1
cruise,True,False,False,False,False,False,False,swerve_right,146,1
cruise,True,False,False,False,False,False,False,swerve_left,146,2
cruise,True,False,False,False,False,False,False,change_to_left,146,3
cruise,True,False,False,False,False,False,False,change_to_right,146,3
cruise,True,False,False,False,False,False,False,cruise,146,4
change_to_right,True,False,False,False,False,False,False,keep,147,1
change_to_right,True,False,False,False,False,False,False,swerve_right,147,1
change_to_right,True,False,False,False,False,False,False,swerve_left,147,2
change_to_right,True,False,False,False,False,False,False,change_to_left,147,3
change_to_right,True,False,False,False,False,False,False,cruise,147,3
change_to_right,True,False,False,False,False,False,False,change_to_right,147,4
change_to_left,True,False,False,False,False,False,True,keep,148,1
change_to_left,True,False,False,False,False,False,True,swerve_left,148,1
change_to_left,True,False,False,False,False,False,True,swerve_right,148,2
change_to_left,True,False,False,False,False,False,True,change_to_right,148,3
change_to_left,True,False,False,False,False,False,True,cruise,148,3
change_to_left,True,False,False,False,False,False,True,change_to_left,148,4
cruise,True,False,False,False,False,False,True,keep,149,1
cruise,True,False,False,False,False,False,True,swerve_left,149,1
cruise,True,False,False,False,False,False,True,swerve_right,149,1
cruise,True,False,False,False,False,False,True,change_to_left,149,2
cruise,True,False,False,False,False,False,True,change_to_right,149,2
cruise,True,False,False,False,False,False,True,cruise,149,3
change_to_right,True,False,False,False,False,False,True,keep,150,1
change_to_right,True,False,False,False,False,False,True,swerve_left,150,1
change_to_right,True,False,False,False,False,False,True,swerve_right,150,1
change_to_right,True,False,False,False,False,False,True,change_to_left,150,2
change_to_right,True,False,False,False,False,False,True,cruise,150,2
change_to_right,True,False,False,False,False,False,True,change_to_right,150,3
change_to_left,True,False,False,False,False,True,False,keep,151,1
change_to_left,True,False,False,False,False,True,False,swerve_right,151,1
change_to_left,True,False,False,False,False,True,False,swerve_left,151,2
change_to_left,True,False,False,False,False,True,False,change_to_right,151,3
change_to_left,True,False,False,False,False,True,False,cruise,151,3
change_to_left,True,False,False,False,False,True,False,change_to_left,151,4
cruise,True,False,False,False,False,True,False,keep,152,1
cruise,True,False,False,False,False,True,False,swerve_right,152,1
cruise,True,False,False,False,False,True,False,swerve_left,152,2
cruise,True,False,False,False,False,True,False,change_to_left,152,3
cruise,True,False,False,False,False,True,False,change_to_right,152,3
cruise,True,False,False,False,False,True,False,cruise,152,4
change_to_right,True,False,False,False,False,True,False,keep,153,1
change_to_right,True,False,False,False,False,True,False,swerve_right,153,1
change_to_right,True,False,False,False,False,True,False,swerve_left,153,2
change_to_right,True,False,False,False,False,True,False,change_to_left,153,3
change_to_right,True,False,False,False,False,True,False,cruise,153,3
change_to_right,True,False,False,False,False,True,False,change_to_right,153,4
change_to_left,True,False,False,False,False,True,True,keep,154,1
change_to_left,True,False,False,False,False,True,True,swerve_left,154,1
change_to_left,True,False,False,False,False,True,True,swerve_right,154,1
change_to_left,True,False,False,False,False,True,True,change_to_right,154,2
change_to_left,True,False,False,False,False,True,True,cruise,154,2
change_to_left,True,False,False,False,False,True,True,change_to_left,154,3
cruise,True,False,False,False,False,True,True,keep,155,1
cruise,True,False,False,False,False,True,True,swerve_left,155,1
cruise,True,False,False,False,False,True,True,swerve_right,155,1
cruise,True,False,False,False,False,True,True,change_to_left,155,2
cruise,True,False,False,False,False,True,True,change_to_right,155,2
cruise,True,False,False,False,False,True,True,cruise,155,3
change_to_right,True,False,False,False,False,True,True,keep,156,1
change_to_right,True,False,False,False,False,True,True,swerve_left,156,1
change_to_right,True,False,False,False,False,True,True,swerve_right,156,1
change_to_right,True,False,False,False,False,True,True,change_to_left,156,2
change_to_right,True,False,False,False,False,True,True,cruise,156,2
change_to_right,True,False,False,False,False,True,True,change_to_right,156,3
change_to_left,True,False,False,False,True,False,False,keep,157,1
change_to_left,True,False,False,False,True,False,False,swerve_right,157,1
change_to_left,True,False,False,False,True,False,False,swerve_left,157,2
change_to_left,True,False,False,False,True,False,False,change_to_right,157,3
change_to_left,True,False,False,False,True,False,False,cruise,157,3
change_to_left,True,False,False,False,True,False,False,change_to_left,157,4
cruise,True,False,False,False,True,False,False,keep,158,1
cruise,True,False,False,False,True,False,False,swerve_left,158,2
cruise,True,False,False,False,True,False,False,swerve_right,158,2
cruise,True,False,False,False,True,False,False,change_to_left,158,3
cruise,True,False,False,False,True,False,False,change_to_right,158,3
cruise,True,False,False,False,True,False,False,cruise,158,4
change_to_right,True,False,False,False,True,False,False,keep,159,1
change_to_right,True,False,False,False,True,False,False,swerve_right,159,1
change_to_right,True,False,False,False,True,False,False,swerve_left,159,2
change_to_right,True,False,False,False,True,False,False,change_to_left,159,3
change_to_right,True,False,False,False,True,False,False,cruise,159,3
change_to_right,True,False,False,False,True,False,False,change_to_right,159,4
change_to_left,True,False,False,False,True,False,True,keep,160,1
change_to_left,True,False,False,False,True,False,True,swerve_left,160,2
change_to_left,True,False,False,False,True,False,True,swerve_right,160,2
change_to_left,True,False,False,False,True,False,True,change_to_right,160,3
change_to_left,True,False,False,False,True,False,True,cruise,160,3
change_to_left,True,False,False,False,True,False,True,change_to_left,160,4
cruise,True,False,False,False,True,False,True,keep,161,1
cruise,True,False,False,False,True,False,True,swerve_right,161,1
cruise,True,False,False,False,True,False,True,swerve_left,161,2
cruise,True,False,False,False,True,False,True,change_to_left,161,3
cruise,True,False,False,False,True,False,True,change_to_right,161,3
cruise,True,False,False,False,True,False,True,cruise,161,4
change_to_right,True,False,False,False,True,False,True,keep,162,1
change_to_right,True,False,False,False,True,False,True,swerve_right,162,1
change_to_right,True,False,False,False,True,False,True,swerve_left,162,2
change_to_right,True,False,False,False,True,False,True,change_to_left,162,3
change_to_right,True,False,False,False,True,False,True,cruise,162,3
change_to_right,True,False,False,False,True,False,True,change_to_right,162,4
change_to_left,True,False,False,False,True,True,False,keep,163,1
change_to_left,True,False,False,False,True,True,False,swerve_left,163,2
change_to_left,True,False,False,False,True,True,False,swerve_right,163,2
change_to_left,True,False,False,False,True,True,False,change_to_right,163,3
change_to_left,True,False,False,False,True,True,False,cruise,163,3
change_to_left,True,False,False,False,True,True,False,change_to_left,163,4
cruise,True,False,False,False,True,True,False,keep,164,1
cruise,True,False,False,False,True,True,False,swerve_left,164,2
cruise,True,False,False,False,True,True,False,swerve_right,164,2
cruise,True,False,False,False,True,True,False,change_to_left,164,3
cruise,True,False,False,False,True,True,False,change_to_right,164,3
cruise,True,False,False,False,True,True,False,cruise,164,4
change_to_right,True,False,False,False,True,True,False,keep,165,1
change_to_right,True,False,False,False,True,True,False,swerve_left,165,2
change_to_right,True,False,False,False,True,True,False,swerve_right,165,2
change_to_right,True,False,False,False,True,True,False,change_to_left,165,3
change_to_right,True,False,False,False,True,True,False,cruise,165,3
change_to_right,True,False,False,False,True,True,False,change_to_right,165,4
change_to_left,True,False,False,False,True,True,True,keep,166,1
change_to_left,True,False,False,False,True,True,True,swerve_left,166,1
change_to_left,True,False,False,False,True,True,True,swerve_right,166,2
change_to_left,True,False,False,False,True,True,True,change_to_right,166,3
change_to_left,True,False,False,False,True,True,True,cruise,166,3
change_to_left,True,False,False,False,True,True,True,change_to_left,166,4
cruise,True,False,False,False,True,True,True,keep,167,1
cruise,True,False,False,False,True,True,True,swerve_left,167,1
cruise,True,False,False,False,True,True,True,swerve_right,167,2
cruise,True,False,False,False,True,True,True,change_to_left,167,3
cruise,True,False,False,False,True,True,True,change_to_right,167,3
cruise,True,False,False,False,True,True,True,cruise,167,4
change_to_right,True,False,False,False,True,True,True,keep,168,1
change_to_right,True,False,False,False,True,True,True,swerve_left,168,1
change_to_right,True,False,False,False,True,True,True,swerve_right,168,2
change_to_right,True,False,False,False,True,True,True,change_to_left,168,3
change_to_right,True,False,False,False,True,True,True,cruise,168,3
change_to_right,True,False,False,False,True,True,True,change_to_right,168,4
cruise,True,False,False,True,False,False,False,keep,169,1
cruise,True,False,False,True,False,False,False,swerve_left,169,2
cruise,True,False,False,True,False,False,False,swerve_right,169,2
cruise,True,False,False,True,False,False,False,change_to_left,169,3
cruise,True,False,False,True,False,False,False,change_to_right,169,3
cruise,True,False,False,True,False,False,False,cruise,169,4
change_to_left,True,False,False,True,False,False,False,keep,170,1
change_to_left,True,False,False,True,False,False,False,swerve_left,170,2
change_to_left,True,False,False,True,False,False,False,swerve_right,170,2
change_to_left,True,False,False,True,False,False,False,change_to_right,170,3
change_to_left,True,False,False,True,False,False,False,cruise,170,3
change_to_left,True,False,False,True,False,False,False,change_to_left,170,4
change_to_right,True,False,False,True,False,False,False,keep,171,1
change_to_right,True,False,False,True,False,False,False,swerve_left,171,2
change_to_right,True,False,False,True,False,False,False,swerve_right,171,2
change_to_right,True,False,False,True,False,False,False,change_to_left,171,3
change_to_right,True,False,False,True,False,False,False,cruise,171,3
change_to_right,True,False,False,True,False,False,False,change_to_right,171,4
cruise,True,False,False,True,False,False,True,change_to_left,172,1
cruise,True,False,False,True,False,False,True,keep,172,1
cruise,True,False,False,True,False,False,True,swerve_left,172,1
cruise,True,False,False,True,False,False,True,swerve_right,172,1
cruise,True,False,False,True,False,False,True,change_to_right,172,2
cruise,True,False,False,True,False,False,True,cruise,172,3
change_to_right,True,False,False,True,False,False,True,change_to_left,173,1
change_to_right,True,False,False,True,False,False,True,keep,173,1
change_to_right,True,False,False,True,False,False,True,swerve_left,173,1
change_to_right,True,False,False,True,False,False,True,swerve_right,173,1
change_to_right,True,False,False,True,False,False,True,cruise,173,2
change_to_right,True,False,False,True,False,False,True,change_to_right,173,3
change_to_left,True,False,False,True,False,True,False,keep,174,1
change_to_left,True,False,False,True,False,True,False,swerve_left,174,2
change_to_left,True,False,False,True,False,True,False,swerve_right,174,2
change_to_left,True,False,False,True,False,True,False,change_to_right,174,3
change_to_left,True,False,False,True,False,True,False,cruise,174,3
change_to_left,True,False,False,True,False,True,False,change_to_left,174,4
change_to_right,True,False,False,True,False,True,False,keep,175,1
change_to_right,True,False,False,True,False,True,False,swerve_left,175,2
change_to_right,True,False,False,True,False,True,False,swerve_right,175,2
change_to_right,True,False,False,True,False,True,False,change_to_left,175,3
change_to_right,True,False,False,True,False,True,False,cruise,175,3
change_to_right,True,False,False,True,False,True,False,change_to_right,175,4
cruise,True,False,False,True,False,True,False,keep,176,1
cruise,True,False,False,True,False,True,False,swerve_left,176,2
cruise,True,False,False,True,False,True,False,swerve_right,176,2
cruise,True,False,False,True,False,True,False,change_to_left,176,3
cruise,True,False,False,True,False,True,False,change_to_right,176,3
cruise,True,False,False,True,False,True,False,cruise,176,4
cruise,True,False,False,True,False,True,True,change_to_left,177,1
cruise,True,False,False,True,False,True,True,keep,177,1
cruise,True,False,False,True,False,True,True,swerve_left,177,1
cruise,True,False,False,True,False,True,True,swerve_right,177,1
cruise,True,False,False,True,False,True,True,change_to_right,177,2
cruise,True,False,False,True,False,True,True,cruise,177,3
change_to_right,True,False,False,True,False,True,True,change_to_left,178,1
change_to_right,True,False,False,True,False,True,True,keep,178,1
change_to_right,True,False,False,True,False,True,True,swerve_left,178,1
change_to_right,True,False,False,True,False,True,True,swerve_right,178,1
change_to_right,True,False,False,True,False,True,True,cruise,178,2
change_to_right,True,False,False,True,False,True,True,change_to_right,178,3
cruise,True,False,False,True,True,False,False,keep,179,1
cruise,True,False,False,True,True,False,False,swerve_left,179,2
cruise,True,False,False,True,True,False,False,swerve_right,179,2
cruise,True,False,False,True,True,False,False,change_to_left,179,3
cruise,True,False,False,True,True,False,False,change_to_right,179,3
cruise,True,False,False,True,True,False,False,cruise,179,4
change_to_left,True,False,False,True,True,False,False,keep,180,1
change_to_left,True,False,False,True,True,False,False,swerve_left,180,2
change_to_left,True,False,False,True,True,False,False,swerve_right,180,2
change_to_left,True,False,False,True,True,False,False,change_to_right,180,3
change_to_left,True,False,False,True,True,False,False,cruise,180,3
change_to_left,True,False,False,True,True,False,False,change_to_left,180,4
change_to_right,True,False,False,True,True,False,False,keep,181,1
change_to_right,True,False,False,True,True,False,False,swerve_left,181,2
change_to_right,True,False,False,True,True,False,False,swerve_right,181,2
change_to_right,True,False,False,True,True,False,False,change_to_left,181,3
change_to_right,True,False,False,True,True,False,False,cruise,181,3
change_to_right,True,False,False,True,True,False,False,change_to_right,181,4
cruise,True,False,False,True,True,False,True,change_to_left,182,1
cruise,True,False,False,True,True,False,True,keep,182,1
cruise,True,False,False,True,True,False,True,swerve_left,182,1
cruise,True,False,False,True,True,False,True,swerve_right,182,1
cruise,True,False,False,True,True,False,True,change_to_right,182,2
cruise,True,False,False,True,True,False,True,cruise,182,3
change_to_right,True,False,False,True,True,False,True,change_to_left,183,1
change_to_right,True,False,False,True,True,False,True,keep,183,1
change_to_right,True,False,False,True,True,False,True,swerve_left,183,1
change_to_right,True,False,False,True,True,False,True,swerve_right,183,1
change_to_right,True,False,False,True,True,False,True,cruise,183,2
change_to_right,True,False,False,True,True,False,True,change_to_right,183,3
change_to_left,True,False,False,True,True,True,False,keep,184,1
change_to_left,True,False,False,True,True,True,False,swerve_left,184,2
change_to_left,True,False,False,True,True,True,False,swerve_right,184,2
change_to_left,True,False,False,True,True,True,False,change_to_right,184,3
change_to_left,True,False,False,True,True,True,False,cruise,184,3
change_to_left,True,False,False,True,True,True,False,change_to_left,184,4
cruise,True,False,False,True,True,True,False,keep,185,1
cruise,True,False,False,True,True,True,False,swerve_left,185,2
cruise,True,False,False,True,True,True,False,swerve_right,185,2
cruise,True,False,False,True,True,True,False,change_to_left,185,3
cruise,True,False,False,True,True,True,False,change_to_right,185,3
cruise,True,False,False,True,True,True,False,cruise,185,4
change_to_right,True,False,False,True,True,True,False,keep,186,1
change_to_right,True,False,False,True,True,True,False,swerve_left,186,2
change_to_right,True,False,False,True,True,True,False,swerve_right,186,2
change_to_right,True,False,False,True,True,True,False,change_to_left,186,3
change_to_right,True,False,False,True,True,True,False,cruise,186,3
change_to_right,True,False,False,True,True,True,False,change_to_right,186,4
cruise,True,False,False,True,True,True,True,change_to_left,187,1
cruise,True,False,False,True,True,True,True,keep,187,1
cruise,True,False,False,True,True,True,True,swerve_left,187,1
cruise,True,False,False,True,True,True,True,swerve_right,187,2
cruise,True,False,False,True,True,True,True,change_to_right,187,3
cruise,True,False,False,True,True,True,True,cruise,187,4
change_to_right,True,False,False,True,True,True,True,change_to_left,188,1
change_to_right,True,False,False,True,True,True,True,keep,188,1
change_to_right,True,False,False,True,True,True,True,swerve_left,188,1
change_to_right,True,False,False,True,True,True,True,swerve_right,188,2
change_to_right,True,False,False,True,True,True,True,cruise,188,3
change_to_right,True,False,False,True,True,True,True,change_to_right,188,4
change_to_left,True,False,True,False,False,False,False,cruise,189,1
change_to_left,True,False,True,False,False,False,False,swerve_right,189,1
change_to_left,True,False,True,False,False,False,False,keep,189,2
change_to_left,True,False,True,False,False,False,False,swerve_left,189,2
change_to_left,True,False,True,False,False,False,False,change_to_right,189,3
change_to_left,True,False,True,False,False,False,False,change_to_left,189,4
change_to_right,True,False,True,False,False,False,False,cruise,190,1
change_to_right,True,False,True,False,False,False,False,swerve_right,190,1
change_to_right,True,False,True,False,False,False,False,keep,190,2
change_to_right,True,False,True,False,False,False,False,swerve_left,190,2
change_to_right,True,False,True,False,False,False,False,change_to_left,190,3
change_to_right,True,False,True,False,False,False,False,change_to_right,190,4
change_to_left,True,False,True,False,False,False,True,cruise,191,1
change_to_left,True,False,True,False,False,False,True,keep,191,1
change_to_left,True,False,True,False,False,False,True,swerve_left,191,1
change_to_left,True,False,True,False,False,False,True,swerve_right,191,2
change_to_left,True,False,True,False,False,False,True,change_to_right,191,3
change_to_left,True,False,True,False,False,False,True,change_to_left,191,4
change_to_right,True,False,True,False,False,False,True,cruise,192,1
change_to_right,True,False,True,False,False,False,True,keep,192,1
change_to_right,True,False,True,False,False,False,True,swerve_left,192,1
change_to_right,True,False,True,False,False,False,True,swerve_right,192,2
change_to_right,True,False,True,False,False,False,True,change_to_left,192,3
change_to_right,True,False,True,False,False,False,True,change_to_right,192,4
change_to_left,True,False,True,False,False,True,False,cruise,193,1
change_to_left,True,False,True,False,False,True,False,swerve_right,193,1
change_to_left,True,False,True,False,False,True,False,keep,193,2
change_to_left,True,False,True,False,False,True,False,swerve_left,193,2
change_to_left,True,False,True,False,False,True,False,change_to_right,193,3
change_to_left,True,False,True,False,False,True,False,change_to_left,193,4
change_to_right,True,False,True,False,False,True,False,cruise,194,1
change_to_right,True,False,True,False,False,True,False,swerve_right,194,1
change_to_right,True,False,True,False,False,True,False,keep,194,2
change_to_right,True,False,True,False,False,True,False,swerve_left,194,2
change_to_right,True,False,True,False,False,True,False,change_to_left,194,3
change_to_right,True,False,True,False,False,True,False,change_to_right,194,4
change_to_left,True,False,True,False,False,True,True,cruise,195,1
change_to_left,True,False,True,False,False,True,True,keep,195,1
change_to_left,True,False,True,False,False,True,True,swerve_left,195,1
change_to_left,True,False,True,False,False,True,True,swerve_right,195,2
change_to_left,True,False,True,False,False,True,True,change_to_right,195,3
change_to_left,True,False,True,False,False,True,True,change_to_left,195,4
change_to_right,True,False,True,False,False,True,True,cruise,196,1
change_to_right,True,False,True,False,False,True,True,keep,196,1
change_to_right,True,False,True,False,False,True,True,swerve_left,196,1
change_to_right,True,False,True,False,False,True,True,swerve_right,196,2
change_to_right,True,False,True,False,False,True,True,change_to_left,196,3
change_to_right,True,False,True,False,False,True,True,change_to_right,196,4
change_to_left,True,False,True,False,True,False,False,cruise,197,1
change_to_left,True,False,True,False,True,False,False,swerve_right,197,1
change_to_left,True,False,True,False,True,False,False,keep,197,2
change_to_left,True,False,True,False,True,False,False,swerve_left,197,2
change_to_left,True,False,True,False,True,False,False,change_to_right,197,3
change_to_left,True,False,True,False,True,False,False,change_to_left,197,4
change_to_right,True,False,True,False,True,False,False,cruise,198,1
change_to_right,True,False,True,False,True,False,False,swerve_right,198,1
change_to_right,True,False,True,False,True,False,False,keep,198,2
change_to_right,True,False,True,False,True,False,False,swerve_left,198,2
change_to_right,True,False,True,False,True,False,False,change_to_left,198,3
change_to_right,True,False,True,False,True,False,False,change_to_right,198,4
change_to_left,True,False,True,False,True,False,True,cruise,199,1
change_to_left,True,False,True,False,True,False,True,keep,199,1
change_to_left,True,False,True,False,True,False,True,swerve_left,199,1
change_to_left,True,False,True,False,True,False,True,swerve_right,199,2
change_to_left,True,False,True,False,True,False,True,change_to_right,199,3
change_to_left,True,False,True,False,True,False,True,change_to_left,199,4
change_to_right,True,False,True,False,True,False,True,cruise,200,1
change_to_right,True,False,True,False,True,False,True,keep,200,1
change_to_right,True,False,True,False,True,False,True,swerve_left,200,1
change_to_right,True,False,True,False,True,False,True,swerve_right,200,2
change_to_right,True,False,True,False,True,False,True,change_to_left,200,3
change_to_right,True,False,True,False,True,False,True,change_to_right,200,4
change_to_left,True,False,True,False,True,True,False,cruise,201,1
change_to_left,True,False,True,False,True,True,False,keep,201,2
change_to_left,True,False,True,False,True,True,False,swerve_left,201,2
change_to_left,True,False,True,False,True,True,False,swerve_right,201,2
change_to_left,True,False,True,False,True,True,False,change_to_right,201,3
change_to_left,True,False,True,False,True,True,False,change_to_left,201,4
change_to_right,True,False,True,False,True,True,False,cruise,202,1
change_to_right,True,False,True,False,True,True,False,keep,202,2
change_to_right,True,False,True,False,True,True,False,swerve_left,202,2
change_to_right,True,False,True,False,True,True,False,swerve_right,202,2
change_to_right,True,False,True,False,True,True,False,change_to_left,202,3
change_to_right,True,False,True,False,True,True,False,change_to_right,202,4
change_to_left,True,False,True,False,True,True,True,cruise,203,1
change_to_left,True,False,True,False,True,True,True,keep,203,2
change_to_left,True,False,True,False,True,True,True,swerve_left,203,2
change_to_left,True,False,True,False,True,True,True,swerve_right,203,2
change_to_left,True,False,True,False,True,True,True,change_to_right,203,3
change_to_left,True,False,True,False,True,True,True,change_to_left,203,4
change_to_right,True,False,True,False,True,True,True,cruise,204,1
change_to_right,True,False,True,False,True,True,True,keep,204,2
change_to_right,True,False,True,False,True,True,True,swerve_left,204,2
change_to_right,True,False,True,False,True,True,True,swerve_right,204,2
change_to_right,True,False,True,False,True,True,True,change_to_left,204,3
change_to_right,True,False,True,False,True,True,True,change_to_right,204,4
change_to_left,True,False,True,True,False,False,False,cruise,205,1
change_to_left,True,False,True,True,False,False,False,keep,205,2
change_to_left,True,False,True,True,False,False,False,swerve_left,205,2
change_to_left,True,False,True,True,False,False,False,swerve_right,205,2
change_to_left,True,False,True,True,False,False,False,change_to_right,205,3
change_to_left,True,False,True,True,False,False,False,change_to_left,205,4
change_to_right,True,False,True,True,False,False,False,cruise,206,1
change_to_right,True,False,True,True,False,False,False,keep,206,2
change_to_right,True,False,True,True,False,False,False,swerve_left,206,2
change_to_right,True,False,True,True,False,False,False,swerve_right,206,2
change_to_right,True,False,True,True,False,False,False,change_to_left,206,3
change_to_right,True,False,True,True,False,False,False,change_to_right,206,4
change_to_right,True,False,True,True,False,False,True,change_to_left,207,1
change_to_right,True,False,True,True,False,False,True,cruise,207,1
change_to_right,True,False,True,True,False,False,True,keep,207,1
change_to_right,True,False,True,True,False,False,True,swerve_left,207,1
change_to_right,True,False,True,True,False,False,True,swerve_right,207,2
change_to_right,True,False,True,True,False,False,True,change_to_right,207,3
change_to_left,True,False,True,True,False,True,False,cruise,208,1
change_to_left,True,False,True,True,False,True,False,keep,208,2
change_to_left,True,False,True,True,False,True,False,swerve_left,208,2
change_to_left,True,False,True,True,False,True,False,swerve_right,208,2
change_to_left,True,False,True,True,False,True,False,change_to_right,208,3
change_to_left,True,False,True,True,False,True,False,change_to_left,208,4
change_to_right,True,False,True,True,False,True,False,cruise,209,1
change_to_right,True,False,True,True,False,True,False,keep,209,2
change_to_right,True,False,True,True,False,True,False,swerve_left,209,2
change_to_right,True,False,True,True,False,True,False,swerve_right,209,2
change_to_right,True,False,True,True,False,True,False,change_to_left,209,3
change_to_right,True,False,True,True,False,True,False,change_to_right,209,4
change_to_right,True,False,True,True,False,True,True,change_to_left,210,1
change_to_right,True,False,True,True,False,True,True,cruise,210,1
change_to_right,True,False,True,True,False,True,True,keep,210,1
change_to_right,True,False,True,True,False,True,True,swerve_left,210,1
change_to_right,True,False,True,True,False,True,True,swerve_right,210,2
change_to_right,True,False,True,True,False,True,True,change_to_right,210,3
change_to_left,True,False,True,True,True,False,False,cruise,211,1
change_to_left,True,False,True,True,True,False,False,keep,211,2
change_to_left,True,False,True,True,True,False,False,swerve_left,211,2
change_to_left,True,False,True,True,True,False,False,swerve_right,211,2
change_to_left,True,False,True,True,True,False,False,change_to_right,211,3
change_to_left,True,False,True,True,True,False,False,change_to_left,211,4
change_to_right,True,False,True,True,True,False,False,cruise,212,1
change_to_right,True,False,True,True,True,False,False,keep,212,2
change_to_right,True,False,True,True,True,False,False,swerve_left,212,2
change_to_right,True,False,True,True,True,False,False,swerve_right,212,2
change_to_right,True,False,True,True,True,False,False,change_to_left,212,3
change_to_right,True,False,True,True,True,False,False,change_to_right,212,4
change_to_right,True,False,True,True,True,False,True,change_to_left,213,1
change_to_right,True,False,True,True,True,False,True,cruise,213,1
change_to_right,True,False,True,True,True,False,True,keep,213,1
change_to_right,True,False,True,True,True,False,True,swerve_left,213,1
change_to_right,True,False,True,True,True,False,True,swerve_right,213,2
change_to_right,True,False,True,True,True,False,True,change_to_right,213,3
change_to_left,True,False,True,True,True,True,False,cruise,214,1
change_to_left,True,False,True,True,True,True,False,keep,214,2
change_to_left,True,False,True,True,True,True,False,swerve_left,214,2
change_to_left,True,False,True,True,True,True,False,swerve_right,214,2
change_to_left,True,False,True,True,True,True,False,change_to_right,214,3
change_to_left,True,False,True,True,True,True,False,change_to_left,214,4
change_to_right,True,False,True,True,True,True,False,cruise,215,1
change_to_right,True,False,True,True,True,True,False,keep,215,2
change_to_right,True,False,True,True,True,True,False,swerve_left,215,2
change_to_right,True,False,True,True,True,True,False,swerve_right,215,2
change_to_right,True,False,True,True,True,True,False,change_to_left,215,3
change_to_right,True,False,True,True,True,True,False,change_to_right,215,4
change_to_right,True,False,True,True,True,True,True,change_to_left,216,1
change_to_right,True,False,True,True,True,True,True,cruise,216,1
change_to_right,True,False,True,True,True,True,True,keep,216,2
change_to_right,True,False,True,True,True,True,True,swerve_left,216,2
change_to_right,True,False,True,True,True,True,True,swerve_right,216,2
change_to_right,True,False,True,True,True,True,True,change_to_right,216,3
change_to_left,True,True,False,False,False,False,False,keep,217,1
change_to_left,True,True,False,False,False,False,False,swerve_left,217,1
change_to_left,True,True,False,False,False,False,False,swerve_right,217,1
change_to_left,True,True,False,False,False,False,False,change_to_right,217,2
change_to_left,True,True,False,False,False,False,False,cruise,217,2
change_to_left,True,True,False,False,False,False,False,change_to_left,217,3
cruise,True,True,False,False,False,False,False,keep,218,1
cruise,True,True,False,False,False,False,False,swerve_left,218,1
cruise,True,True,False,False,False,False,False,swerve_right,218,1
cruise,True,True,False,False,False,False,False,change_to_left,218,2
cruise,True,True,False,False,False,False,False,change_to_right,218,2
cruise,True,True,False,False,False,False,False,cruise,218,3
change_to_right,True,True,False,False,False,False,False,keep,219,1
change_to_right,True,True,False,False,False,False,False,swerve_left,219,1
change_to_right,True,True,False,False,False,False,False,swerve_right,219,1
change_to_right,True,True,False,False,False,False,False,change_to_left,219,2
change_to_right,True,True,False,False,False,False,False,cruise,219,2
change_to_right,True,True,False,False,False,False,False,change_to_right,219,3
change_to_left,True,True,False,False,False,False,True,keep,220,1
change_to_left,True,True,False,False,False,False,True,swerve_left,220,1
change_to_left,True,True,False,False,False,False,True,swerve_right,220,1
change_to_left,True,True,False,False,False,False,True,change_to_right,220,2
change_to_left,True,True,False,False,False,False,True,cruise,220,2
change_to_left,True,True,False,False,False,False,True,change_to_left,220,3
cruise,True,True,False,False,False,False,True,keep,221,1
cruise,True,True,False,False,False,False,True,swerve_left,221,1
cruise,True,True,False,False,False,False,True,swerve_right,221,1
cruise,True,True,False,False,False,False,True,change_to_left,221,2
cruise,True,True,False,False,False,False,True,change_to_right,221,2
cruise,True,True,False,False,False,False,True,cruise,221,3
change_to_right,True,True,False,False,False,False,True,keep,222,1
change_to_right,True,True,False,False,False,False,True,swerve_left,222,1
change_to_right,True,True,False,False,False,False,True,swerve_right,222,1
change_to_right,True,True,False,False,False,False,True,change_to_left,222,2
change_to_right,True,True,False,False,False,False,True,cruise,222,2
change_to_right,True,True,False,False,False,False,True,change_to_right,222,3
change_to_left,True,True,False,False,False,True,False,keep,223,1
change_to_left,True,True,False,False,False,True,False,swerve_left,223,1
change_to_left,True,True,False,False,False,True,False,swerve_right,223,1
change_to_left,True,True,False,False,False,True,False,change_to_right,223,2
change_to_left,True,True,False,False,False,True,False,cruise,223,2
change_to_left,True,True,False,False,False,True,False,change_to_left,223,3
cruise,True,True,False,False,False,True,False,keep,224,1
cruise,True,True,False,False,False,True,False,swerve_left,224,1
cruise,True,True,False,False,False,True,False,swerve_right,224,1
cruise,True,True,False,False,False,True,False,change_to_left,224,2
cruise,True,True,False,False,False,True,False,change_to_right,224,2
cruise,True,True,False,False,False,True,False,cruise,224,3
change_to_right,True,True,False,False,False,True,False,keep,225,1
change_to_right,True,True,False,False,False,True,False,swerve_left,225,1
change_to_right,True,True,False,False,False,True,False,swerve_right,225,1
change_to_right,True,True,False,False,False,True,False,change_to_left,225,2
change_to_right,True,True,False,False,False,True,False,cruise,225,2
change_to_right,True,True,False,False,False,True,False,change_to_right,225,3
change_to_left,True,True,False,False,False,True,True,keep,226,1
change_to_left,True,True,False,False,False,True,True,swerve_left,226,1
change_to_left,True,True,False,False,False,True,True,swerve_right,226,1
change_to_left,True,True,False,False,False,True,True,change_to_right,226,2
change_to_left,True,True,False,False,False,True,True,cruise,226,2
