action,curr_lane,free_E,free_NE,free_NW,free_SE,free_SW,free_W,iaction,group_id,ranking
swerve_right,True,False,True,False,True,False,True,cruise,619,1
swerve_right,True,False,True,False,True,False,True,keep,619,1
swerve_right,True,False,True,False,True,False,True,swerve_left,619,1
swerve_right,True,False,True,False,True,False,True,change_to_left,619,2
swerve_right,True,False,True,False,True,False,True,change_to_right,619,2
swerve_right,True,False,True,False,True,False,True,swerve_right,619,3
swerve_right,True,True,True,False,True,False,True,cruise,620,1
swerve_right,True,True,True,False,True,False,True,keep,620,1
swerve_right,True,True,True,False,True,False,True,swerve_left,620,1
swerve_right,True,True,True,False,True,False,True,change_to_left,620,2
swerve_right,True,True,True,False,True,False,True,change_to_right,620,2
swerve_right,True,True,True,False,True,False,True,swerve_right,620,3
swerve_right,True,False,False,True,True,False,True,change_to_left,621,1
swerve_right,True,False,False,True,True,False,True,keep,621,1
swerve_right,True,False,False,True,True,False,True,swerve_left,621,1
swerve_right,True,False,False,True,True,False,True,change_to_right,621,2
swerve_right,True,False,False,True,True,False,True,cruise,621,2
swerve_right,True,False,False,True,True,False,True,swerve_right,621,3
swerve_right,True,True,False,True,True,False,True,change_to_left,622,1
swerve_right,True,True,False,True,True,False,True,keep,622,1
swerve_right,True,True,False,True,True,False,True,swerve_left,622,1
swerve_right,True,True,False,True,True,False,True,change_to_right,622,2
swerve_right,True,True,False,True,True,False,True,cruise,622,2
swerve_right,True,True,False,True,True,False,True,swerve_right,622,3
swerve_right,True,False,True,True,True,False,True,change_to_left,623,1
swerve_right,True,False,True,True,True,False,True,cruise,623,1
swerve_right,True,False,True,True,True,False,True,keep,623,1
swerve_right,True,False,True,True,True,False,True,swerve_left,623,1
swerve_right,True,False,True,True,True,False,True,change_to_right,623,2
swerve_right,True,False,True,True,True,False,True,swerve_right,623,3
swerve_right,True,True,True,True,True,False,True,change_to_left,624,1
swerve_right,True,True,True,True,True,False,True,cruise,624,1
swerve_right,True,True,True,True,True,False,True,keep,624,1
swerve_right,True,True,True,True,True,False,True,swerve_left,624,1
swerve_right,True,True,True,True,True,False,True,change_to_right,624,2
swerve_right,True,True,True,True,True,False,True,swerve_right,624,3
swerve_right,True,False,False,False,False,True,True,keep,625,1
swerve_right,True,False,False,False,False,True,True,swerve_left,625,1
swerve_right,True,False,False,False,False,True,True,change_to_left,625,2
swerve_right,True,False,False,False,False,True,True,change_to_right,625,2
swerve_right,True,False,False,False,False,True,True,cruise,625,2
swerve_right,True,False,False,False,False,True,True,swerve_right,625,3
swerve_right,True,True,False,False,False,True,True,keep,626,1
swerve_right,True,True,False,False,False,True,True,swerve_left,626,1
swerve_right,True,True,False,False,False,True,True,change_to_left,626,2
swerve_right,True,True,False,False,False,True,True,change_to_right,626,2
swerve_right,True,True,False,False,False,True,True,cruise,626,2
swerve_right,True,True,False,False,False,True,True,swerve_right,626,3
swerve_right,True,False,True,False,False,True,True,cruise,627,1
swerve_right,True,False,True,False,False,True,True,keep,627,1
swerve_right,True,False,True,False,False,True,True,swerve_left,627,1
swerve_right,True,False,True,False,False,True,True,change_to_left,627,2
swerve_right,True,False,True,False,False,True,True,change_to_right,627,2
swerve_right,True,False,True,False,False,True,True,swerve_right,627,3
swerve_right,True,True,True,False,False,True,True,cruise,628,1
swerve_right,True,True,True,False,False,True,True,keep,628,1
swerve_right,True,True,True,False,False,True,True,swerve_left,628,1
swerve_right,True,True,True,False,False,True,True,change_to_left,628,2
swerve_right,True,True,True,False,False,True,True,change_to_right,628,2
swerve_right,True,True,True,False,False,True,True,swerve_right,628,3
swerve_right,True,False,False,True,False,True,True,change_to_left,629,1
swerve_right,True,False,False,True,False,True,True,keep,629,1
swerve_right,True,False,False,True,False,True,True,swerve_left,629,1
swerve_right,True,False,False,True,False,True,True,change_to_right,629,2
swerve_right,True,False,False,True,False,True,True,cruise,629,2
swerve_right,True,False,False,True,False,True,True,swerve_right,629,3
swerve_right,True,True,False,True,False,True,True,change_to_left,630,1
swerve_right,True,True,False,True,False,True,True,keep,630,1
swerve_right,True,True,False,True,False,True,True,swerve_left,630,1
swerve_right,True,True,False,True,False,True,True,change_to_right,630,2
swerve_right,True,True,False,True,False,True,True,cruise,630,2
swerve_right,True,True,False,True,False,True,True,swerve_right,630,3
swerve_right,True,False,True,True,False,True,True,change_to_left,631,1
swerve_right,True,False,True,True,False,True,True,cruise,631,1
swerve_right,True,False,True,True,False,True,True,keep,631,1
swerve_right,True,False,True,True,False,True,True,swerve_left,631,1
swerve_right,True,False,True,True,False,True,True,change_to_right,631,2
swerve_right,True,False,True,True,False,True,True,swerve_right,631,3
swerve_right,True,True,True,True,False,True,True,change_to_left,632,1
swerve_right,True,True,True,True,False,True,True,cruise,632,1
swerve_right,True,True,True,True,False,True,True,keep,632,1
swerve_right,True,True,True,True,False,True,True,swerve_left,632,1
swerve_right,True,True,True,True,False,True,True,change_to_right,632,2
swerve_right,True,True,True,True,False,True,True,swerve_right,632,3
swerve_right,True,False,False,False,True,True,True,keep,633,1
swerve_right,True,False,False,False,True,True,True,swerve_left,633,1
swerve_right,True,False,False,False,True,True,True,change_to_left,633,2
swerve_right,True,False,False,False,True,True,True,change_to_right,633,2
swerve_right,True,False,False,False,True,True,True,cruise,633,2
swerve_right,True,False,False,False,True,True,True,swerve_right,633,3
swerve_right,True,True,False,False,True,True,True,keep,634,1
swerve_right,True,True,False,False,True,True,True,swerve_left,634,1
swerve_right,True,True,False,False,True,True,True,change_to_left,634,2
swerve_right,True,True,False,False,True,True,True,change_to_right,634,2
swerve_right,True,True,False,False,True,True,True,cruise,634,2
swerve_right,True,True,False,False,True,True,True,swerve_right,634,3
swerve_right,True,False,True,False,True,True,True,cruise,635,1
swerve_right,True,False,True,False,True,True,True,keep,635,2
swerve_right,True,False,True,False,True,True,True,swerve_left,635,2
swerve_right,True,False,True,False,True,True,True,change_to_left,635,3
swerve_right,True,False,True,False,True,True,True,change_to_right,635,3
swerve_right,True,False,True,False,True,True,True,swerve_right,635,4
swerve_right,True,True,True,False,True,True,True,cruise,636,1
swerve_right,True,True,True,False,True,True,True,keep,636,1
swerve_right,True,True,True,False,True,True,True,swerve_left,636,1
swerve_right,True,True,True,False,True,True,True,change_to_left,636,2
swerve_right,True,True,True,False,True,True,True,change_to_right,636,2
swerve_right,True,True,True,False,True,True,True,swerve_right,636,3
swerve_right,True,False,False,True,True,True,True,change_to_left,637,1
swerve_right,True,False,False,True,True,True,True,keep,637,1
swerve_right,True,False,False,True,True,True,True,swerve_left,637,1
swerve_right,True,False,False,True,True,True,True,change_to_right,637,2
swerve_right,True,False,False,True,True,True,True,cruise,637,2
swerve_right,True,False,False,True,True,True,True,swerve_right,637,3
swerve_right,True,True,False,True,True,True,True,change_to_left,638,1
swerve_right,True,True,False,True,True,True,True,keep,638,1
swerve_right,True,True,False,True,True,True,True,swerve_left,638,1
swerve_right,True,True,False,True,True,True,True,change_to_right,638,2
swerve_right,True,True,False,True,True,True,True,cruise,638,2
swerve_right,True,True,False,True,True,True,True,swerve_right,638,3
swerve_right,True,False,True,True,True,True,True,change_to_left,639,1
swerve_right,True,False,True,True,True,True,True,cruise,639,1
swerve_right,True,False,True,True,True,True,True,keep,639,2
swerve_right,True,False,True,True,True,True,True,swerve_left,639,2
swerve_right,True,False,True,True,True,True,True,change_to_right,639,3
swerve_right,True,False,True,True,True,True,True,swerve_right,639,4
swerve_right,True,True,True,True,True,True,True,change_to_left,640,1
swerve_right,True,True,True,True,True,True,True,cruise,640,1
swerve_right,True,True,True,True,True,True,True,keep,640,1
swerve_right,True,True,True,True,True,True,True,swerve_left,640,1
swerve_right,True,True,True,True,True,True,True,change_to_right,640,2
swerve_right,True,True,True,True,True,True,True,swerve_right,640,3
swerve_left,True,False,False,False,False,False,False,keep,641,1
swerve_left,True,False,False,False,False,False,False,swerve_right,641,1
swerve_left,True,False,False,False,False,False,False,change_to_left,641,2
swerve_left,True,False,False,False,False,False,False,change_to_right,641,2
swerve_left,True,False,False,False,False,False,False,cruise,641,2
swerve_left,True,False,False,False,False,False,False,swerve_left,641,3
swerve_left,True,True,False,False,False,False,False,keep,642,1
swerve_left,True,True,False,False,False,False,False,swerve_right,642,1
swerve_left,True,True,False,False,False,False,False,change_to_left,642,2
swerve_left,True,True,False,False,False,False,False,change_to_right,642,2
swerve_left,True,True,False,False,False,False,False,cruise,642,2
swerve_left,True,True,False,False,False,False,False,swerve_left,642,3
swerve_left,True,False,True,False,False,False,False,cruise,643,1
swerve_left,True,False,True,False,False,False,False,swerve_right,643,1
swerve_left,True,False,True,False,False,False,False,keep,643,2
swerve_left,True,False,True,False,False,False,False,change_to_left,643,3
swerve_left,True,False,True,False,False,False,False,change_to_right,643,3
swerve_left,True,False,True,False,False,False,False,swerve_left,643,4
swerve_left,True,True,True,False,False,False,False,cruise,644,1
swerve_left,True,True,True,False,False,False,False,keep,644,1
swerve_left,True,True,True,False,False,False,False,swerve_right,644,1
swerve_left,True,True,True,False,False,False,False,change_to_left,644,2
swerve_left,True,True,True,False,False,False,False,change_to_right,644,2
swerve_left,True,True,True,False,False,False,False,swerve_left,644,3
swerve_left,True,False,False,True,False,False,False,keep,645,1
swerve_left,True,False,False,True,False,False,False,swerve_right,645,2
swerve_left,True,False,False,True,False,False,False,change_to_left,645,3
swerve_left,True,False,False,True,False,False,False,change_to_right,645,3
swerve_left,True,False,False,True,False,False,False,cruise,645,3
swerve_left,True,False,False,True,False,False,False,swerve_left,645,4
swerve_left,True,True,False,True,False,False,False,keep,646,1
swerve_left,True,True,False,True,False,False,False,swerve_right,646,1
swerve_left,True,True,False,True,False,False,False,change_to_left,646,2
swerve_left,True,True,False,True,False,False,False,change_to_right,646,2
swerve_left,True,True,False,True,False,False,False,cruise,646,2
swerve_left,True,True,False,True,False,False,False,swerve_left,646,3
swerve_left,True,False,True,True,False,False,False,cruise,647,1
swerve_left,True,False,True,True,False,False,False,keep,647,2
swerve_left,True,False,True,True,False,False,False,swerve_right,647,2
swerve_left,True,False,True,True,False,False,False,change_to_left,647,3
swerve_left,True,False,True,True,False,False,False,change_to_right,647,3
swerve_left,True,False,True,True,False,False,False,swerve_left,647,4
swerve_left,True,True,True,True,False,False,False,cruise,648,1
swerve_left,True,True,True,True,False,False,False,keep,648,1
swerve_left,True,True,True,True,False,False,False,swerve_right,648,1
swerve_left,True,True,True,True,False,False,False,change_to_left,648,2
swerve_left,True,True,True,True,False,False,False,change_to_right,648,2
swerve_left,True,True,True,True,False,False,False,swerve_left,648,3
swerve_left,True,False,False,False,True,False,False,keep,649,1
swerve_left,True,False,False,False,True,False,False,swerve_right,649,1
swerve_left,True,False,False,False,True,False,False,change_to_left,649,2
swerve_left,True,False,False,False,True,False,False,change_to_right,649,2
swerve_left,True,False,False,False,True,False,False,cruise,649,2
swerve_left,True,False,False,False,True,False,False,swerve_left,649,3
swerve_left,True,True,False,False,True,False,False,keep,650,1
swerve_left,True,True,False,False,True,False,False,swerve_right,650,1
swerve_left,True,True,False,False,True,False,False,change_to_left,650,2
swerve_left,True,True,False,False,True,False,False,change_to_right,650,2
swerve_left,True,True,False,False,True,False,False,cruise,650,2
swerve_left,True,True,False,False,True,False,False,swerve_left,650,3
swerve_left,True,False,True,False,True,False,False,cruise,651,1
swerve_left,True,False,True,False,True,False,False,swerve_right,651,1
swerve_left,True,False,True,False,True,False,False,keep,651,2
swerve_left,True,False,True,False,True,False,False,change_to_left,651,3
swerve_left,True,False,True,False,True,False,False,change_to_right,651,3
swerve_left,True,False,True,False,True,False,False,swerve_left,651,4
swerve_left,True,True,True,False,True,False,False,cruise,652,1
swerve_left,True,True,True,False,True,False,False,keep,652,1
swerve_left,True,True,True,False,True,False,False,swerve_right,652,1
swerve_left,True,True,True,False,True,False,False,change_to_left,652,2
swerve_left,True,True,True,False,True,False,False,change_to_right,652,2
swerve_left,True,True,True,False,True,False,False,swerve_left,652,3
swerve_left,True,False,False,True,True,False,False,keep,653,1
swerve_left,True,False,False,True,True,False,False,swerve_right,653,2
swerve_left,True,False,False,True,True,False,False,change_to_left,653,3
swerve_left,True,False,False,True,True,False,False,change_to_right,653,3
swerve_left,True,False,False,True,True,False,False,cruise,653,3
swerve_left,True,False,False,True,True,False,False,swerve_left,653,4
swerve_left,True,True,False,True,True,False,False,keep,654,1
swerve_left,True,True,False,True,True,False,False,swerve_right,654,1
swerve_left,True,True,False,True,True,False,False,change_to_left,654,2
swerve_left,True,True,False,True,True,False,False,change_to_right,654,2
swerve_left,True,True,False,True,True,False,False,cruise,654,2
swerve_left,True,True,False,True,True,False,False,swerve_left,654,3
swerve_left,True,False,True,True,True,False,False,cruise,655,1
swerve_left,True,False,True,True,True,False,False,keep,655,2
swerve_left,True,False,True,True,True,False,False,swerve_right,655,2
swerve_left,True,False,True,True,True,False,False,change_to_left,655,3
swerve_left,True,False,True,True,True,False,False,change_to_right,655,3
swerve_left,True,False,True,True,True,False,False,swerve_left,655,4
swerve_left,True,True,True,True,True,False,False,cruise,656,1
swerve_left,True,True,True,True,True,False,False,keep,656,1
swerve_left,True,True,True,True,True,False,False,swerve_right,656,1
swerve_left,True,True,True,True,True,False,False,change_to_left,656,2
swerve_left,True,True,True,True,True,False,False,change_to_right,656,2
swerve_left,True,True,True,True,True,False,False,swerve_left,656,3
swerve_left,True,False,False,False,False,True,False,keep,657,1
swerve_left,True,False,False,False,False,True,False,swerve_right,657,1
swerve_left,True,False,False,False,False,True,False,change_to_left,657,2
swerve_left,True,False,False,False,False,True,False,change_to_right,657,2
swerve_left,True,False,False,False,False,True,False,cruise,657,2
swerve_left,True,False,False,False,False,True,False,swerve_left,657,3
swerve_left,True,True,False,False,False,True,False,keep,658,1
swerve_left,True,True,False,False,False,True,False,swerve_right,658,1
swerve_left,True,True,False,False,False,True,False,change_to_left,658,2
swerve_left,True,True,False,False,False,True,False,change_to_right,658,2
swerve_left,True,True,False,False,False,True,False,cruise,658,2
swerve_left,True,True,False,False,False,True,False,swerve_left,658,3
swerve_left,True,False,True,False,False,True,False,cruise,659,1
swerve_left,True,False,True,False,False,True,False,swerve_right,659,1
swerve_left,True,False,True,False,False,True,False,keep,659,2
swerve_left,True,False,True,False,False,True,False,change_to_left,659,3
swerve_left,True,False,True,False,False,True,False,change_to_right,659,3
swerve_left,True,False,True,False,False,True,False,swerve_left,659,4
swerve_left,True,True,True,False,False,True,False,cruise,660,1
swerve_left,True,True,True,False,False,True,False,keep,660,1
swerve_left,True,True,True,False,False,True,False,swerve_right,660,1
swerve_left,True,True,True,False,False,True,False,change_to_left,660,2
swerve_left,True,True,True,False,False,True,False,change_to_right,660,2
swerve_left,True,True,True,False,False,True,False,swerve_left,660,3
swerve_left,True,False,False,True,False,True,False,keep,661,1
swerve_left,True,False,False,True,False,True,False,swerve_right,661,2
swerve_left,True,False,False,True,False,True,False,change_to_left,661,3
swerve_left,True,False,False,True,False,True,False,change_to_right,661,3
swerve_left,True,False,False,True,False,True,False,cruise,661,3
swerve_left,True,False,False,True,False,True,False,swerve_left,661,4
swerve_left,True,True,False,True,False,True,False,keep,662,1
swerve_left,True,True,False,True,False,True,False,swerve_right,662,1
swerve_left,True,True,False,True,False,True,False,change_to_left,662,2
swerve_left,True,True,False,True,False,True,False,change_to_right,662,2
swerve_left,True,True,False,True,False,True,False,cruise,662,2
swerve_left,True,True,False,True,False,True,False,swerve_left,662,3
swerve_left,True,False,True,True,False,True,False,cruise,663,1
swerve_left,True,False,True,True,False,True,False,keep,663,2
swerve_left,True,False,True,True,False,True,False,swerve_right,663,2
swerve_left,True,False,True,True,False,True,False,change_to_left,663,3
swerve_left,True,False,True,True,False,True,False,change_to_right,663,3
swerve_left,True,False,True,True,False,True,False,swerve_left,663,4
swerve_left,True,True,True,True,False,True,False,cruise,664,1
swerve_left,True,True,True,True,False,True,False,keep,664,1
swerve_left,True,True,True,True,False,True,False,swerve_right,664,1
swerve_left,True,True,True,True,False,True,False,change_to_left,664,2
swerve_left,True,True,True,True,False,True,False,change_to_right,664,2
swerve_left,True,True,True,True,False,True,False,swerve_left,664,3
swerve_left,True,False,False,False,True,True,False,keep,665,1
swerve_left,True,False,False,False,True,True,False,swerve_right,665,2
swerve_left,True,False,False,False,True,True,False,change_to_left,665,3
swerve_left,True,False,False,False,True,True,False,change_to_right,665,3
swerve_left,True,False,False,False,True,True,False,cruise,665,3
swerve_left,True,False,False,False,True,True,False,swerve_left,665,4
swerve_left,True,True,False,False,True,True,False,keep,666,1
swerve_left,True,True,False,False,True,True,False,swerve_right,666,1
swerve_left,True,True,False,False,True,True,False,change_to_left,666,2
swerve_left,True,True,False,False,True,True,False,change_to_right,666,2
swerve_left,True,True,False,False,True,True,False,cruise,666,2
swerve_left,True,True,False,False,True,True,False,swerve_left,666,3
swerve_left,True,False,True,False,True,True,False,cruise,667,1
swerve_left,True,False,True,False,True,True,False,keep,667,2
swerve_left,True,False,True,False,True,True,False,swerve_right,667,2
swerve_left,True,False,True,False,True,True,False,change_to_left,667,3
swerve_left,True,False,True,False,True,True,False,change_to_right,667,3
swerve_left,True,False,True,False,True,True,False,swerve_left,667,4
swerve_left,True,True,True,False,True,True,False,cruise,668,1
swerve_left,True,True,True,False,True,True,False,keep,668,1
swerve_left,True,True,True,False,True,True,False,swerve_right,668,1
swerve_left,True,True,True,False,True,True,False,change_to_left,668,2
swerve_left,True,True,True,False,True,True,False,change_to_right,668,2
swerve_left,True,True,True,False,True,True,False,swerve_left,668,3
swerve_left,True,False,False,True,True,True,False,keep,669,1
swerve_left,True,False,False,True,True,True,False,swerve_right,669,2
swerve_left,True,False,False,True,True,True,False,change_to_left,669,3
swerve_left,True,False,False,True,True,True,False,change_to_right,669,3
swerve_left,True,False,False,True,True,True,False,cruise,669,3
swerve_left,True,False,False,True,True,True,False,swerve_left,669,4
swerve_left,True,True,False,True,True,True,False,keep,670,1
swerve_left,True,True,False,True,True,True,False,swerve_right,670,1
swerve_left,True,True,False,True,True,True,False,change_to_left,670,2
swerve_left,True,True,False,True,True,True,False,change_to_right,670,2
swerve_left,True,True,False,True,True,True,False,cruise,670,2
swerve_left,True,True,False,True,True,True,False,swerve_left,670,3
swerve_left,True,False,True,True,True,True,False,cruise,671,1
swerve_left,True,False,True,True,True,True,False,keep,671,2
swerve_left,True,False,True,True,True,True,False,swerve_right,671,2
swerve_left,True,False,True,True,True,True,False,change_to_left,671,3
swerve_left,True,False,True,True,True,True,False,change_to_right,671,3
swerve_left,True,False,True,True,True,True,False,swerve_left,671,4
swerve_left,True,True,True,True,True,True,False,cruise,672,1
swerve_left,True,True,True,True,True,True,False,swerve_right,672,1
swerve_left,True,True,True,True,True,True,False,keep,672,2
swerve_left,True,True,True,True,True,True,False,change_to_left,672,3
swerve_left,True,True,True,True,True,True,False,change_to_right,672,3
swerve_left,True,True,True,True,True,True,False,swerve_left,672,4
swerve_left,True,False,False,False,False,False,True,keep,673,1
swerve_left,True,False,False,False,False,False,True,swerve_right,673,1
swerve_left,True,False,False,False,False,False,True,change_to_left,673,2
swerve_left,True,False,False,False,False,False,True,change_to_right,673,2
swerve_left,True,False,False,False,False,False,True,cruise,673,2
swerve_left,True,False,False,False,False,False,True,swerve_left,673,3
swerve_left,True,True,False,False,False,False,True,keep,674,1
swerve_left,True,True,False,False,False,False,True,swerve_right,674,1
swerve_left,True,True,False,False,False,False,True,change_to_left,674,2
swerve_left,True,True,False,False,False,False,True,change_to_right,674,2
swerve_left,True,True,False,False,False,False,True,cruise,674,2
swerve_left,True,True,False,False,False,False,True,swerve_left,674,3
swerve_left,True,False,True,False,False,False,True,cruise,675,1
swerve_left,True,False,True,False,False,False,True,keep,675,1
swerve_left,True,False,True,False,False,False,True,swerve_right,675,2
swerve_left,True,False,True,False,False,False,True,change_to_left,675,3
swerve_left,True,False,True,False,False,False,True,change_to_right,675,3
swerve_left,True,False,True,False,False,False,True,swerve_left,675,4
swerve_left,True,True,True,False,False,False,True,cruise,676,1
swerve_left,True,True,True,False,False,False,True,keep,676,1
swerve_left,True,True,True,False,False,False,True,swerve_right,676,1
swerve_left,True,True,True,False,False,False,True,change_to_left,676,2
swerve_left,True,True,True,False,False,False,True,change_to_right,676,2
swerve_left,True,True,True,False,False,False,True,swerve_left,676,3
swerve_left,True,False,False,True,False,False,True,change_to_left,677,1
swerve_left,True,False,False,True,False,False,True,keep,677,1
swerve_left,True,False,False,True,False,False,True,swerve_right,677,1
swerve_left,True,False,False,True,False,False,True,change_to_right,677,2
swerve_left,True,False,False,True,False,False,True,cruise,677,2
swerve_left,True,False,False,True,False,False,True,swerve_left,677,3
swerve_left,True,True,False,True,False,False,True,change_to_left,678,1
swerve_left,True,True,False,True,False,False,True,keep,678,1
swerve_left,True,True,False,True,False,False,True,swerve_right,678,1
swerve_left,True,True,False,True,False,False,True,change_to_right,678,2
swerve_left,True,True,False,True,False,False,True,cruise,678,2
swerve_left,True,True,False,True,False,False,True,swerve_left,678,3
swerve_left,True,False,True,True,False,False,True,change_to_left,679,1
swerve_left,True,False,True,True,False,False,True,cruise,679,1
swerve_left,True,False,True,True,False,False,True,keep,679,1
swerve_left,True,False,True,True,False,False,True,swerve_right,679,2
swerve_left,True,False,True,True,False,False,True,change_to_right,679,3
swerve_left,True,False,True,True,False,False,True,swerve_left,679,4
swerve_left,True,True,True,True,False,False,True,change_to_left,680,1
swerve_left,True,True,True,True,False,False,True,cruise,680,1
swerve_left,True,True,True,True,False,False,True,keep,680,1
swerve_left,True,True,True,True,False,False,True,swerve_right,680,1
swerve_left,True,True,True,True,False,False,True,change_to_right,680,2
swerve_left,True,True,True,True,False,False,True,swerve_left,680,3
swerve_left,True,False,False,False,True,False,True,keep,681,1
swerve_left,True,False,False,False,True,False,True,swerve_right,681,1
swerve_left,True,False,False,False,True,False,True,change_to_left,681,2
swerve_left,True,False,False,False,True,False,True,change_to_right,681,2
swerve_left,True,False,False,False,True,False,True,cruise,681,2
swerve_left,True,False,False,False,True,False,True,swerve_left,681,3
swerve_left,True,True,False,False,True,False,True,keep,682,1
swerve_left,True,True,False,False,True,False,True,swerve_right,682,1
swerve_left,True,True,False,False,True,False,True,change_to_left,682,2
swerve_left,True,True,False,False,True,False,True,change_to_right,682,2
swerve_left,True,True,False,False,True,False,True,cruise,682,2
swerve_left,True,True,False,False,True,False,True,swerve_left,682,3
swerve_left,True,False,True,False,True,False,True,cruise,683,1
swerve_left,True,False,True,False,True,False,True,keep,683,1
swerve_left,True,False,True,False,True,False,True,swerve_right,683,2
swerve_left,True,False,True,False,True,False,True,change_to_left,683,3
swerve_left,True,False,True,False,True,False,True,change_to_right,683,3
swerve_left,True,False,True,False,True,False,True,swerve_left,683,4
swerve_left,True,True,True,False,True,False,True,cruise,684,1
swerve_left,True,True,True,False,True,False,True,keep,684,1
swerve_left,True,True,True,False,True,False,True,swerve_right,684,1
swerve_left,True,True,True,False,True,False,True,change_to_left,684,2
swerve_left,True,True,True,False,True,False,True,change_to_right,684,2
swerve_left,True,True,True,False,True,False,True,swerve_left,684,3
swerve_left,True,False,False,True,True,False,True,change_to_left,685,1
swerve_left,True,False,False,True,True,False,True,keep,685,1
swerve_left,True,False,False,True,True,False,True,swerve_right,685,2
swerve_left,True,False,False,True,True,False,True,change_to_right,685,3
swerve_left,True,False,False,True,True,False,True,cruise,685,3
swerve_left,True,False,False,True,True,False,True,swerve_left,685,4
swerve_left,True,True,False,True,True,False,True,change_to_left,686,1
swerve_left,True,True,False,True,True,False,True,keep,686,1
swerve_left,True,True,False,True,True,False,True,swerve_right,686,1
swerve_left,True,True,False,True,True,False,True,change_to_right,686,2
swerve_left,True,True,False,True,True,False,True,cruise,686,2
swerve_left,True,True,False,True,True,False,True,swerve_left,686,3
swerve_left,True,False,True,True,True,False,True,change_to_left,687,1
swerve_left,True,False,True,True,True,False,True,cruise,687,1
swerve_left,True,False,True,True,True,False,True,keep,687,1
swerve_left,True,False,True,True,True,False,True,swerve_right,687,2
swerve_left,True,False,True,True,True,False,True,change_to_right,687,3
swerve_left,True,False,True,True,True,False,True,swerve_left,687,4
swerve_left,True,True,True,True,True,False,True,change_to_left,688,1
swerve_left,True,True,True,True,True,False,True,cruise,688,1
swerve_left,True,True,True,True,True,False,True,keep,688,1
swerve_left,True,True,True,True,True,False,True,swerve_right,688,1
swerve_left,True,True,True,True,True,False,True,change_to_right,688,2
swerve_left,True,True,True,True,True,False,True,swerve_left,688,3
swerve_left,True,False,False,False,False,True,True,keep,689,1
swerve_left,True,False,False,False,False,True,True,swerve_right,689,1
swerve_left,True,False,False,False,False,True,True,change_to_left,689,2
swerve_left,True,False,False,False,False,True,True,change_to_right,689,2
swerve_left,True,False,False,False,False,True,True,cruise,689,2
swerve_left,True,False,False,False,False,True,True,swerve_left,689,3
swerve_left,True,True,False,False,False,True,True,keep,690,1
swerve_left,True,True,False,False,False,True,True,swerve_right,690,1
swerve_left,True,True,False,False,False,True,True,change_to_left,690,2
swerve_left,True,True,False,False,False,True,True,change_to_right,690,2
swerve_left,True,True,False,False,False,True,True,cruise,690,2
swerve_left,True,True,False,False,False,True,True,swerve_left,690,3
swerve_left,True,False,True,False,False,True,True,cruise,691,1
swerve_left,True,False,True,False,False,True,True,keep,691,1
swerve_left,True,False,True,False,False,True,True,swerve_right,691,2
swerve_left,True,False,True,False,False,True,True,change_to_left,691,3
swerve_left,True,False,True,False,False,True,True,change_to_right,691,3
swerve_left,True,False,True,False,False,True,True,swerve_left,691,4
swerve_left,True,True,True,False,False,True,True,cruise,692,1
swerve_left,True,True,True,False,False,True,True,keep,692,1
swerve_left,True,True,True,False,False,True,True,swerve_right,692,1
swerve_left,True,True,True,False,False,True,True,change_to_left,692,2
swerve_left,True,True,True,False,False,True,True,change_to_right,692,2
swerve_left,True,True,True,False,False,True,True,swerve_left,692,3
swerve_left,True,False,False,True,False,True,True,change_to_left,693,1
swerve_left,True,False,False,True,False,True,True,keep,693,1
swerve_left,True,False,False,True,False,True,True,swerve_right,693,1
swerve_left,True,False,False,True,False,True,True,change_to_right,693,2
swerve_left,True,False,False,True,False,True,True,cruise,693,2
swerve_left,True,False,False,True,False,True,True,swerve_left,693,3
swerve_left,True,True,False,True,False,True,True,change_to_left,694,1
swerve_left,True,True,False,True,False,True,True,keep,694,1
swerve_left,True,True,False,True,False,True,True,swerve_right,694,1
swerve_left,True,True,False,True,False,True,True,change_to_right,694,2
swerve_left,True,True,False,True,False,True,True,cruise,694,2
swerve_left,True,True,False,True,False,True,True,swerve_left,694,3
swerve_left,True,False,True,True,False,True,True,change_to_left,695,1
swerve_left,True,False,True,True,False,True,True,cruise,695,1
swerve_left,True,False,True,True,False,True,True,keep,695,1
swerve_left,True,False,True,True,False,True,True,swerve_right,695,2
swerve_left,True,False,True,True,False,True,True,change_to_right,695,3
swerve_left,True,False,True,True,False,True,True,swerve_left,695,4
swerve_left,True,True,True,True,False,True,True,change_to_left,696,1
swerve_left,True,True,True,True,False,True,True,cruise,696,1
swerve_left,True,True,True,True,False,True,True,keep,696,1
swerve_left,True,True,True,True,False,True,True,swerve_right,696,1
swerve_left,True,True,True,True,False,True,True,change_to_right,696,2
swerve_left,True,True,True,True,False,True,True,swerve_left,696,3
swerve_left,True,False,False,False,True,True,True,keep,697,1
swerve_left,True,False,False,False,True,True,True,swerve_right,697,2
swerve_left,True,False,False,False,True,True,True,change_to_left,697,3
swerve_left,True,False,False,False,True,True,True,change_to_right,697,3
swerve_left,True,False,False,False,True,True,True,cruise,697,3
swerve_left,True,False,False,False,True,True,True,swerve_left,697,4
swerve_left,True,True,False,False,True,True,True,keep,698,1
swerve_left,True,True,False,False,True,True,True,swerve_right,698,1
swerve_left,True,True,False,False,True,True,True,change_to_left,698,2
swerve_left,True,True,False,False,True,True,True,change_to_right,698,2
